candidate_id,candidate_name,java_score,dotnet_score,data_engineering_score,recommended_subject
37853,Luke Bass,88,53,58,.NET
37854,Julie Thomas,53,31,5,Data Engineering
37855,Jamie Williamson,91,94,69,Data Engineering
37856,Bryan Thompson,100,94,100,.NET
37857,Linda Davenport,10,64,74,Java
37858,Jessica Lee,62,42,99,.NET
37859,William George,21,68,7,Data Engineering
37860,Christina Morrow,53,99,87,Java
37861,Shannon Garrett,88,75,9,Data Engineering
37862,Richard Mcpherson,84,79,18,Data Engineering
37863,Natalie Pruitt,35,15,23,.NET
37864,Terry Rivera,57,20,32,.NET
37865,Christopher Salinas,19,32,86,Java
37866,Jon Hess,15,25,70,Java
37867,Scott Bowman,91,2,47,.NET
37868,Anthony Perkins,55,22,4,Data Engineering
37869,Justin Hancock,92,88,100,.NET
37870,Christopher Bowman,49,53,46,Data Engineering
37871,Christopher Lee,89,83,61,Data Engineering
37872,Tara Morales,65,46,88,.NET
37873,Gloria Medina,73,35,76,.NET
37874,Aaron Acosta,12,34,9,Data Engineering
37875,Mitchell Ibarra,14,42,80,Java
37876,Alexander Brown,72,32,39,.NET
37877,John Parker,26,4,13,.NET
37878,Paul Garcia,7,3,60,.NET
37879,Maria Hill,69,57,74,.NET
37880,Megan Combs,99,51,45,Data Engineering
37881,Andrew Phillips,49,71,9,Data Engineering
37882,Andrew Miles,87,74,45,Data Engineering
37883,Cindy Butler,66,49,93,.NET
37884,Nicole Rogers,25,26,54,Java
37885,Shawn Jefferson,35,9,49,.NET
37886,Taylor Mitchell,20,61,79,Java
37887,Kimberly Graham,76,19,100,.NET
37888,Carl Walker,51,31,13,Data Engineering
37889,Matthew Phillips,10,47,29,Java
37890,Janice Henry,7,90,3,Data Engineering
37891,Adam Brock,56,48,38,Data Engineering
37892,Marcus Lynch,45,81,2,Data Engineering
37893,Deborah Johnson,77,25,55,.NET
37894,Melissa Mcdaniel,96,34,20,Data Engineering
37895,David Delgado,1,27,21,Java
37896,Hannah Smith,63,64,67,Java
37897,Allison Lewis,51,97,22,Data Engineering
37898,Joe Gilbert,64,25,3,Data Engineering
37899,Manuel Thomas,10,57,69,Java
37900,Adam Good,5,5,37,Java
37901,Anna Davidson,95,49,24,Data Engineering
37902,Cody King,78,48,58,.NET
37903,Maurice Roberts,75,57,1,Data Engineering
37904,Kristi Smith,63,45,57,.NET
37905,Christine Collins,100,88,61,Data Engineering
37906,Edward Martin,92,80,96,.NET
37907,Michael Nelson,54,89,36,Data Engineering
37908,William White,43,20,97,.NET
37909,Amy Jackson,85,95,89,Java
37910,Todd Hartman,13,24,78,Java
37911,Dr. Jose Sandoval,82,95,20,Data Engineering
37912,Chelsea Griffin,4,62,58,Java
37913,Stephen Hernandez,98,82,80,Data Engineering
37914,David Fuller,24,65,54,Java
37915,William Greene,49,34,83,.NET
37916,Justin Smith,72,79,71,Data Engineering
37917,Jessica Cunningham,70,79,70,Java
37918,Preston Gonzalez,81,32,64,.NET
37919,William Alvarez,1,49,2,Java
37920,Jeanne Powell,9,23,59,Java
37921,Brittany Sullivan,1,94,37,Java
37922,Benjamin Brown,59,22,97,.NET
37923,Kimberly Lopez,44,80,30,Data Engineering
37924,Theresa Austin,7,96,71,Java
37925,Kelly Green,57,36,24,Data Engineering
37926,Sharon Booth,6,99,27,Java
37927,Russell King,98,62,88,.NET
37928,Susan Payne,86,55,0,Data Engineering
37929,Brian Thomas,71,62,79,.NET
37930,Michael Williams,20,18,60,.NET
37931,Christopher Kline,96,20,2,Data Engineering
37932,Adrian Welch,46,38,47,.NET
37933,Eric Williams,0,82,100,Java
37934,Eric Hunter,11,71,13,Java
37935,Juan Simmons,74,25,13,Data Engineering
37936,Donald Massey,47,50,41,Data Engineering
37937,Douglas Williams,93,59,48,Data Engineering
37938,Paul Taylor,3,81,39,Java
37939,Cheryl Lucas,33,77,78,Java
37940,Trevor Cook,86,81,22,Data Engineering
37941,Frances Medina,31,100,65,Java
37942,Sherry Norman,2,91,91,Java
37943,Richard Gray,91,96,42,Data Engineering
37944,Jay Floyd,67,5,62,.NET
37945,Wayne Ward,56,6,74,.NET
37946,Lisa Wright,75,59,90,.NET
37947,Wendy Lindsey,23,60,21,Data Engineering
37948,Rebecca Long,32,4,77,.NET
37949,Nicole Rice,2,90,54,Java
37950,Veronica Reynolds,3,7,16,Java
37951,Corey Hunt,29,32,54,Java
37952,Sarah White,69,56,56,.NET
37953,Timothy Higgins,48,11,55,.NET
37954,Vincent Clark,29,100,38,Java
37955,Brittney Martinez,71,36,1,Data Engineering
37956,Patricia Brooks,81,14,59,.NET
37957,Corey Perry,15,16,29,Java
37958,James Hicks,52,36,28,Data Engineering
37959,James Mays,5,50,83,Java
37960,Eric Sheppard,23,28,95,Java
37961,James Bridges,91,2,0,Data Engineering
37962,James Phillips,95,74,98,.NET
37963,Matthew Walters,88,25,20,Data Engineering
37964,Natalie Fuller,27,44,69,Java
37965,Stacy Kim,20,5,82,.NET
37966,Sherry Cooke,7,98,98,Java
37967,Linda Davis,35,87,79,Java
37968,Sarah Spencer,8,97,12,Java
37969,Kevin Brown,39,53,77,Java
37970,Thomas Jones,84,87,9,Data Engineering
37971,Dennis Chavez,50,18,12,Data Engineering
37972,Patrick Ramirez,0,12,95,Java
37973,Craig English,62,56,93,.NET
37974,Raymond Howard,67,72,69,Java
37975,Emily Price,73,82,76,Java
37976,John Stafford,25,95,62,Java
37977,Deborah Yates,39,84,81,Java
37978,Andrew Shah,2,95,81,Java
37979,Sydney Hammond,8,56,86,Java
37980,Colton Tate,31,45,99,Java
37981,Lisa Guzman,66,11,27,.NET
37982,Mr. Steven Myers,3,28,48,Java
37983,Kristen Jones,5,96,5,Java
37984,Alexander Johnson,72,64,15,Data Engineering
37985,Alexis Jones,25,48,24,Data Engineering
37986,Michelle Waters,1,3,11,Java
37987,Patricia Noble,65,76,41,Data Engineering
37988,Melissa Whitaker,84,86,27,Data Engineering
37989,Cindy Prince,85,27,28,.NET
37990,Jeffrey White,2,49,53,Java
37991,Joseph Wilson,34,11,90,.NET
37992,Cynthia Haynes,58,82,76,Java
37993,Brenda Wiley,37,96,79,Java
37994,Nicole Ramirez,32,17,85,.NET
37995,Cynthia Herring,14,97,19,Java
37996,Jacqueline Conner,74,93,32,Data Engineering
37997,Kristine Martin,73,5,70,.NET
37998,Shelby Smith,99,67,99,.NET
37999,Mary Reynolds,13,75,8,Data Engineering
38000,Madison Johns,65,22,10,Data Engineering
38001,Kathleen Kim,44,27,88,.NET
38002,Kelly Evans,47,74,32,Data Engineering
38003,Theodore Martinez,43,91,41,Data Engineering
38004,Anthony Perez,36,39,83,Java
38005,Mark Farrell,28,97,97,Java
38006,Alexander Gonzales,98,47,58,.NET
38007,Sarah Salinas,83,33,58,.NET
38008,Ashley Lopez,84,84,24,Data Engineering
38009,Kevin Powell,33,99,78,Java
38010,James Small,58,91,26,Data Engineering
38011,David Jacobson,42,61,96,Java
38012,Juan Davis,32,57,94,Java
38013,Nancy Berg,18,33,14,Data Engineering
38014,Ricky Mcknight,7,56,76,Java
38015,Matthew Barber,30,28,40,.NET
38016,Rachel Villanueva,10,89,79,Java
38017,David Pineda,7,76,93,Java
38018,Lisa Cooper,24,51,80,Java
38019,Dwayne Nelson,19,97,81,Java
38020,John Schultz,37,82,20,Data Engineering
38021,Norman Carter,6,7,95,Java
38022,Sarah Smith,76,92,75,Data Engineering
38023,Susan Crane,38,15,56,.NET
38024,Eduardo Jenkins,73,91,0,Data Engineering
38025,Justin Taylor,71,29,76,.NET
38026,Amy Young,19,86,71,Java
38027,Ronald Chavez,80,92,43,Data Engineering
38028,Fernando Conley,10,83,77,Java
38029,Sara Cortez DDS,15,80,79,Java
38030,Douglas Charles,100,25,49,.NET
38031,Stacy Cherry,41,56,18,Data Engineering
38032,Christina Mccormick,95,38,73,.NET
38033,James Berry,89,32,62,.NET
38034,Felicia Holmes,51,77,94,Java
38035,Austin Patterson,36,30,99,.NET
38036,Tina Russell,51,79,66,Java
38037,Jessica Drake,8,20,1,Data Engineering
38038,Preston Wise,34,98,100,Java
38039,Susan Williams,66,49,17,Data Engineering
38040,Elizabeth Horton,94,82,13,Data Engineering
38041,Phillip Aguilar,6,5,65,.NET
38042,Christine Ray,1,59,23,Java
38043,John Lee,24,86,61,Java
38044,Claire Johnson MD,75,89,65,Data Engineering
38045,Jacob Cannon,93,72,23,Data Engineering
38046,Elizabeth Ward,93,12,77,.NET
38047,Kevin Harris,92,57,55,Data Engineering
38048,Rachel Jones,40,43,0,Data Engineering
38049,Robert Spencer,74,78,45,Data Engineering
38050,Clayton Smith PhD,51,31,74,.NET
38051,Daniel Cook,86,58,14,Data Engineering
38052,Lori Wells,80,80,7,Data Engineering
38053,Stacy Brown,76,44,28,Data Engineering
38054,Philip Clark,96,54,29,Data Engineering
38055,Julia Smith,64,92,88,Java
38056,Jeffrey Morales,76,48,66,.NET
38057,Patrick Nicholson,37,60,0,Data Engineering
38058,Patrick Rios,66,39,90,.NET
38059,Lori Evans,79,81,23,Data Engineering
38060,Willie Fischer,41,33,23,Data Engineering
38061,Nicole Brennan,70,88,2,Data Engineering
38062,Austin Washington,53,11,64,.NET
38063,Jessica Parker,66,14,56,.NET
38064,Samantha Burton,77,87,70,Data Engineering
38065,Donald Gonzalez,63,8,21,.NET
38066,Pam Baker,79,19,10,Data Engineering
38067,Michael Paul,3,88,67,Java
38068,Catherine Mcgee,30,87,81,Java
38069,Kelly Park,12,48,10,Data Engineering
38070,James Gonzalez,26,89,96,Java
38071,Nicole Brooks,58,13,65,.NET
38072,Robert Norman,64,4,53,.NET
38073,John Blair,63,47,86,.NET
38074,Kelly Fletcher,24,56,88,Java
38075,Mary Stewart,36,92,8,Data Engineering
38076,Amanda Thomas,74,59,19,Data Engineering
38077,Mr. Kyle Sandoval,72,71,8,Data Engineering
38078,Shaun Dawson,70,80,60,Data Engineering
38079,Jennifer Adams,13,42,14,Java
38080,Philip Bowman,93,85,60,Data Engineering
38081,Jordan Wallace,23,81,33,Java
38082,Patrick Bryant,66,90,78,Java
38083,Jeremy Brewer,47,63,96,Java
38084,George Molina,90,1,21,.NET
38085,Amy Mccoy,64,0,51,.NET
38086,Jeffrey Pena,37,63,99,Java
38087,Kelli Arnold,89,71,76,.NET
38088,Sabrina Farrell,69,84,41,Data Engineering
38089,Heather Malone,58,23,13,Data Engineering
38090,John Bauer,11,1,14,.NET
38091,Travis Maxwell Jr.,53,58,32,Data Engineering
38092,Connie Wood,50,91,2,Data Engineering
38093,Joshua Lee,37,33,6,Data Engineering
38094,Michael Obrien,45,55,45,Java
38095,Diana Martin,98,75,48,Data Engineering
38096,Michael Potter,9,4,39,.NET
38097,Kyle Raymond,8,54,40,Java
38098,Andrea Allen,86,35,52,.NET
38099,Gabriel Kemp,93,71,55,Data Engineering
38100,John Jones,51,93,68,Java
38101,Randy Harrison,50,54,25,Data Engineering
38102,Paul Kline,21,9,100,.NET
38103,Patricia Hunt,72,84,1,Data Engineering
38104,Patty Mclean,82,45,49,.NET
38105,Jamie Roberts,71,51,0,Data Engineering
38106,Kevin Hernandez,67,61,67,.NET
38107,Charles Wells,4,97,27,Java
38108,Elizabeth Moore,82,97,57,Data Engineering
38109,Mark Griffin,81,3,57,.NET
38110,Justin Gonzales,28,55,9,Data Engineering
38111,David Marshall,82,10,14,.NET
38112,Amanda Thornton,5,85,17,Java
38113,Bradley Choi,68,49,38,Data Engineering
38114,Mary Duncan,57,60,62,Java
38115,Dakota Hardy,42,22,11,Data Engineering
38116,Sara Thomas,68,97,71,Java
38117,Rebecca Nelson,71,29,41,.NET
38118,Donna Garcia,90,88,64,Data Engineering
38119,Theresa Steele,36,87,34,Data Engineering
38120,Brooke Stewart,57,24,69,.NET
38121,Breanna Patterson,36,29,45,.NET
38122,Tonya Bennett,81,38,15,Data Engineering
38123,Mark Martinez,25,79,20,Data Engineering
38124,Crystal Garcia,41,73,54,Java
38125,Harold Coleman,15,94,12,Data Engineering
38126,Scott Noble,21,10,5,Data Engineering
38127,Heidi Beasley,22,72,28,Java
38128,Denise Morrison,46,35,1,Data Engineering
38129,Karen Summers,66,82,48,Data Engineering
38130,Jamie Bailey,2,51,67,Java
38131,Richard Osborne,11,4,83,.NET
38132,Mr. Daniel Lee,22,75,48,Java
38133,Joseph Turner,10,73,7,Data Engineering
38134,Amy Booker,51,13,53,.NET
38135,Emily Carey,49,19,1,Data Engineering
38136,Lisa Nguyen,56,19,3,Data Engineering
38137,Mr. Samuel Boyd,63,43,81,.NET
38138,Allen White,45,99,45,Java
38139,Matthew Moore,28,24,32,.NET
38140,Brianna Mcdonald,69,40,9,Data Engineering
38141,Matthew Strickland,45,68,60,Java
38142,Thomas Butler,15,90,56,Java
38143,Leah Reese,97,1,81,.NET
38144,John Myers,50,11,82,.NET
38145,Laurie Williams,100,27,94,.NET
38146,Melissa Mitchell,10,43,78,Java
38147,Bryce Palmer,10,12,51,Java
38148,Andrea Williams,62,84,97,Java
38149,Jeremy Trujillo,52,42,51,.NET
38150,David Hughes,88,54,83,.NET
38151,Jeffrey Fernandez,57,7,31,.NET
38152,Michael Rios,18,63,51,Java
38153,Michael Parsons,31,11,27,.NET
38154,Tina Duarte,49,40,25,Data Engineering
38155,Janet Mendoza,71,43,38,Data Engineering
38156,Ms. Tina Villa,54,10,17,.NET
38157,Holly Robinson,75,18,10,Data Engineering
38158,Mr. Jose Wagner,40,59,73,Java
38159,Rebecca Wagner,98,71,61,Data Engineering
38160,Linda Blanchard,69,26,1,Data Engineering
38161,Misty Flores,20,70,34,Java
38162,Andrew Fisher,25,84,41,Java
38163,Mark Flores,0,26,96,Java
38164,Amanda Martinez,80,13,13,.NET
38165,Amanda Wade,98,95,8,Data Engineering
38166,Kimberly Henry,26,92,6,Data Engineering
38167,Larry Cohen,49,23,22,Data Engineering
38168,Anna Williams,65,63,56,Data Engineering
38169,Phillip Lopez,99,91,70,Data Engineering
38170,Andrew Miller,64,23,64,.NET
38171,Angela Reynolds,9,1,19,.NET
38172,Joan Lewis,94,51,56,.NET
38173,Tracy Walker,36,94,53,Java
38174,Erin Anderson,68,11,45,.NET
38175,Susan Stanley,40,64,98,Java
38176,Brendan Escobar,45,59,37,Data Engineering
38177,David Hamilton,76,57,46,Data Engineering
38178,Veronica Gross,44,84,7,Data Engineering
38179,Jennifer Rose,87,92,94,Java
38180,Chelsea Hill,26,93,18,Data Engineering
38181,Susan Oliver,64,41,68,.NET
38182,Courtney Miller,83,0,44,.NET
38183,Albert Cooper,7,21,33,Java
38184,Fernando Carey,66,71,43,Data Engineering
38185,Whitney Jefferson,48,12,79,.NET
38186,Lisa Spears,95,77,6,Data Engineering
38187,George Allen,88,64,20,Data Engineering
38188,Kayla Watson,88,95,43,Data Engineering
38189,Nicholas Molina,13,37,24,Java
38190,Kelly Wood,61,63,46,Data Engineering
38191,Michael Leblanc,42,75,1,Data Engineering
38192,Alex Smith,26,51,63,Java
38193,Brian Brady,95,79,71,Data Engineering
38194,Joshua Merritt,26,87,82,Java
38195,Amanda Bautista,67,83,100,Java
38196,Jessica Mitchell,74,31,82,.NET
38197,Teresa Rivera,47,26,52,.NET
38198,Mr. Jeremy Morgan,66,97,52,Data Engineering
38199,Heather Larson,24,60,64,Java
38200,Noah Jones,63,85,27,Data Engineering
38201,Matthew Howell,23,61,77,Java
38202,Brenda Waller,8,2,22,.NET
38203,Billy Owens,7,80,7,Java
38204,Christopher Miller,94,77,34,Data Engineering
38205,Erik Hale,58,90,94,Java
38206,Joseph Welch,16,83,22,Java
38207,James Davidson,42,94,45,Java
38208,Janet Henderson,94,30,70,.NET
38209,Tracy Harris,67,92,1,Data Engineering
38210,Kelsey Reed,3,63,82,Java
38211,Jennifer Li,100,41,91,.NET
38212,Jason Harrison,7,57,37,Java
38213,Cole Kelly,41,42,35,Data Engineering
38214,Benjamin Rogers,48,31,51,.NET
38215,Emily Malone,5,29,96,Java
38216,Carolyn Hays,72,90,55,Data Engineering
38217,Nicole Boyle DDS,41,82,17,Data Engineering
38218,Ronald Howell,71,60,37,Data Engineering
38219,Joshua Butler,31,27,9,Data Engineering
38220,Tammy Trujillo,14,44,25,Java
38221,Melinda Sparks,81,9,78,.NET
38222,Donald Gill,86,15,58,.NET
38223,Jacob Evans,68,30,95,.NET
38224,Bernard Williams,26,9,80,.NET
38225,Michelle Solis,96,73,0,Data Engineering
38226,Bryan Bates,65,91,14,Data Engineering
38227,Zachary Black,58,11,89,.NET
38228,Tammy Herrera,27,96,97,Java
38229,Jimmy Sutton,23,27,67,Java
38230,Robert Ward,50,17,90,.NET
38231,Steven Kramer,20,51,39,Java
38232,Andrew Hamilton,30,27,6,Data Engineering
38233,Kim Huynh,74,27,35,.NET
38234,Dr. Shannon Davis DVM,49,63,92,Java
38235,Christopher Lowe,91,13,47,.NET
38236,Jennifer Hansen,39,7,20,.NET
38237,Ricky Williams,67,93,59,Data Engineering
38238,Andrew Williams,15,99,14,Data Engineering
38239,Caitlin Garrett,75,2,6,.NET
38240,Samantha Johnson,85,73,91,.NET
38241,Troy Park,98,8,60,.NET
38242,Jennifer Marks,62,46,8,Data Engineering
38243,Kyle Callahan,55,62,52,Data Engineering
38244,Donna Taylor,79,39,93,.NET
38245,Katie Proctor,23,76,95,Java
38246,Catherine Thompson,98,85,76,Data Engineering
38247,Nicholas Lewis,27,23,45,.NET
38248,Amy Patel,92,70,96,.NET
38249,Melissa Holt,84,12,65,.NET
38250,Kerry Griffin,88,5,83,.NET
38251,Leslie Owens MD,30,73,21,Data Engineering
38252,Brandon Walker,14,50,34,Java
38253,William Ballard,41,59,89,Java
38254,Jon Lynch,98,74,2,Data Engineering
38255,Kevin Cummings,49,28,40,.NET
38256,Cassandra Chapman,85,15,50,.NET
38257,Matthew Lewis,4,83,20,Java
38258,Pamela Salazar,47,63,28,Data Engineering
38259,Ashley Warner,12,84,0,Data Engineering
38260,Bryan Schultz,31,54,20,Data Engineering
38261,Robert Wilson,66,28,68,.NET
38262,Jennifer Coleman,78,77,66,Data Engineering
38263,Jesse Donaldson,90,54,56,.NET
38264,Dawn Nunez,90,59,89,.NET
38265,Sherry Thomas,29,40,43,Java
38266,Elizabeth Sellers,5,79,27,Java
38267,Jason Weaver,24,8,99,.NET
38268,Mary Baldwin,27,5,98,.NET
38269,Laura Nguyen,61,28,44,.NET
38270,Johnathan Allen,21,17,84,.NET
38271,Eric Watson,67,23,61,.NET
38272,Benjamin Clarke,14,50,22,Java
38273,Steven Lowe,25,16,1,Data Engineering
38274,Laura Johnson,62,99,46,Data Engineering
38275,Susan Davenport,17,20,68,Java
38276,Scott Munoz,72,82,66,Data Engineering
38277,Jack Harrison,62,61,8,Data Engineering
38278,Steve Beck,61,86,55,Data Engineering
38279,Morgan Foster,67,90,40,Data Engineering
38280,Jennifer Jordan,47,74,85,Java
38281,Mary Mueller,49,89,19,Data Engineering
38282,Mary Kane,62,53,59,.NET
38283,Hannah Ellis,68,10,40,.NET
38284,Derek Lee,5,42,35,Java
38285,Bryan Murphy,57,85,67,Java
38286,James Spears,50,82,33,Data Engineering
38287,Danielle Hall,11,7,95,.NET
38288,Jodi Gonzales,94,22,78,.NET
38289,Deborah Sanders,46,52,14,Data Engineering
38290,Rhonda Gutierrez,8,86,63,Java
38291,Alexander Moore,6,39,80,Java
38292,Kelsey Gutierrez,28,8,41,.NET
38293,Megan Mcknight,77,23,29,.NET
38294,Kimberly Richards,50,75,99,Java
38295,Haley Perez,83,75,12,Data Engineering
38296,Whitney Lewis,54,95,69,Java
38297,Thomas Vega,95,1,30,.NET
38298,Robert Rojas,58,69,19,Data Engineering
38299,Gina Carter,55,3,15,.NET
38300,Steven Taylor,21,60,19,Data Engineering
38301,Frank Hall,99,76,65,Data Engineering
38302,Deanna Cooke,17,63,15,Data Engineering
38303,Daniel Payne,57,35,34,Data Engineering
38304,Sharon Keller,39,40,61,Java
38305,Steven Johnson,88,37,82,.NET
38306,Ryan Cruz,30,81,38,Java
38307,Devin Goodwin,55,14,99,.NET
38308,Patricia Smith,34,47,95,Java
38309,Nicholas Reid,25,96,46,Java
38310,Audrey Holmes,67,29,98,.NET
38311,Kari Smith,83,99,3,Data Engineering
38312,Jennifer Murray,33,62,32,Data Engineering
38313,Kathryn Hebert,75,24,69,.NET
38314,Hannah Herman,15,3,31,.NET
38315,James Montes,41,17,66,.NET
38316,Kristin Gibbs,4,44,51,Java
38317,Nicole Parks,60,96,20,Data Engineering
38318,Pedro Cox,43,83,25,Data Engineering
38319,Barbara Willis,34,84,46,Java
38320,Brittany Woods,90,64,6,Data Engineering
38321,Martin Washington,0,97,31,Java
38322,Mary Hurst,97,72,100,.NET
38323,Bryan Nelson,42,64,78,Java
38324,Lisa Montoya,31,26,3,Data Engineering
38325,Kenneth Underwood,62,78,80,Java
38326,Jason Marquez,32,87,37,Java
38327,Bryan Romero,94,59,81,.NET
38328,Mr. Anthony Alvarado,76,58,80,.NET
38329,Jeffery Thornton,65,24,13,Data Engineering
38330,Sean Ford,29,33,51,Java
38331,Sarah Stevens,9,49,0,Data Engineering
38332,Rose Cummings MD,22,54,32,Java
38333,Cheryl Cross DDS,96,9,16,.NET
38334,Steven Graves,38,93,31,Data Engineering
38335,Timothy Morse,44,57,39,Data Engineering
38336,Dawn Liu,28,88,41,Java
38337,Heather Hill,29,2,30,.NET
38338,Brian Martin,33,85,38,Java
38339,Joshua Cruz,51,87,26,Data Engineering
38340,Brooke Campbell,80,55,52,Data Engineering
38341,Karen Gonzalez,21,26,47,Java
38342,Amanda Roth,4,89,80,Java
38343,Mary Martinez,10,15,93,Java
38344,Lori Price,85,37,5,Data Engineering
38345,Jon Ferguson,31,52,56,Java
38346,Jeremy Cruz,23,67,74,Java
38347,Casey Kelly,10,22,5,Data Engineering
38348,Juan Fisher,10,82,93,Java
38349,Renee Price,16,55,81,Java
38350,Traci Sims,31,78,40,Java
38351,Amber Charles,82,94,3,Data Engineering
38352,William Sims,26,87,95,Java
38353,Johnny Logan,31,74,8,Data Engineering
38354,Stacey Turner,60,52,66,.NET
38355,Jennifer James,24,73,26,Java
38356,Jorge Mccullough,63,71,66,Java
38357,Austin Schneider,63,66,45,Data Engineering
38358,Patricia Gallegos,27,18,90,.NET
38359,Linda Sanchez,39,3,52,.NET
38360,Alex Green,90,28,55,.NET
38361,Mary Ward,13,44,56,Java
38362,Eric Thomas,41,20,99,.NET
38363,Kristy Vaughn,38,53,76,Java
38364,Zachary Payne,1,72,7,Java
38365,Daniel Schmidt,80,51,13,Data Engineering
38366,Terri Spencer,0,17,89,Java
38367,Paul Mason,31,82,100,Java
38368,Nicholas Stephens,82,16,56,.NET
38369,Chelsea James,63,43,28,Data Engineering
38370,Mr. Jerome Burns,77,23,2,Data Engineering
38371,Angela Mcconnell,30,5,87,.NET
38372,Mark Johnson,57,94,14,Data Engineering
38373,Elizabeth Schmidt,81,26,100,.NET
38374,Anthony Ramos,77,46,13,Data Engineering
38375,James Garcia,13,97,94,Java
38376,Paul Bennett,87,45,10,Data Engineering
38377,Trevor Smith,68,90,25,Data Engineering
38378,Kristine Martinez,15,90,64,Java
38379,Donna Simon,68,34,24,Data Engineering
38380,Samantha Conley,53,56,61,Java
38381,Sherry Smith,12,11,20,.NET
38382,Bonnie White,79,28,50,.NET
38383,Melinda Spence,78,56,97,.NET
38384,Amy Hartman,30,69,66,Java
38385,Joseph Arnold DDS,68,54,53,Data Engineering
38386,Michael Morgan,20,36,6,Data Engineering
38387,Jonathan Brooks,29,70,10,Data Engineering
38388,Brian Thomas,22,69,94,Java
38389,Stephanie Adams,37,52,89,Java
38390,Ashley Graham,28,82,22,Data Engineering
38391,David Jimenez,76,13,79,.NET
38392,Mrs. Angela Ward,31,20,82,.NET
38393,Amanda Bowen,61,77,19,Data Engineering
38394,Calvin Nunez,90,13,57,.NET
38395,Kimberly Morales,97,52,73,.NET
38396,John Parker,44,95,43,Data Engineering
38397,Matthew Gutierrez,48,89,56,Java
38398,Adam Velasquez,32,66,21,Data Engineering
38399,Leah Taylor,3,78,86,Java
38400,Christine Davis,17,84,7,Data Engineering
38401,Angela Young,69,93,12,Data Engineering
38402,Jacob Hill,63,47,76,.NET
38403,Victoria Hamilton,27,77,6,Data Engineering
38404,Amber Kent,57,55,28,Data Engineering
38405,Seth Johnson,90,38,44,.NET
38406,Emily Taylor,89,100,8,Data Engineering
38407,Morgan Ashley,55,40,89,.NET
38408,Jamie Flowers,19,47,5,Data Engineering
38409,Charles Baldwin,76,27,32,.NET
38410,Joshua Jones,91,1,28,.NET
38411,Mario Norton,33,21,82,.NET
38412,Mary Bryant,86,70,31,Data Engineering
38413,Misty Porter,9,95,20,Java
38414,Amanda Matthews,93,60,56,Data Engineering
38415,Eric Snyder,21,79,16,Data Engineering
38416,Bradley Cook,4,35,97,Java
38417,Shelly Atkinson,43,65,82,Java
38418,Erin Sanchez,8,80,60,Java
38419,John Frederick,42,48,74,Java
38420,Sharon Johnson,3,2,59,.NET
38421,Jessica Jenkins,41,22,35,.NET
38422,Mrs. Kaitlyn Martin,64,58,22,Data Engineering
38423,Tammy Beasley,97,100,86,Data Engineering
38424,Neil Clark,40,27,97,.NET
38425,Timothy Wade,63,71,98,Java
38426,James Harrison,54,32,16,Data Engineering
38427,Michael Dodson,89,67,12,Data Engineering
38428,Crystal Gibson,17,70,95,Java
38429,Emily Taylor,15,10,80,.NET
38430,Heather Thompson,86,7,5,Data Engineering
38431,Kelly Wilson,45,19,62,.NET
38432,Luis Bennett,35,61,42,Java
38433,Timothy Lewis,89,42,41,Data Engineering
38434,Kellie Nichols,65,91,42,Data Engineering
38435,Zachary Mora,43,74,99,Java
38436,Valerie Stone,4,85,24,Java
38437,Louis Tucker,28,99,55,Java
38438,William Hernandez,3,69,50,Java
38439,Denise Avila,98,6,66,.NET
38440,Nathan Parker,85,9,55,.NET
38441,Taylor Stein,48,39,62,.NET
38442,Adam Hall,71,3,14,.NET
38443,Kristin Jackson,84,72,62,Data Engineering
38444,Andrew Rivera,7,18,45,Java
38445,Timothy Sweeney,51,96,17,Data Engineering
38446,Trevor Francis,68,37,9,Data Engineering
38447,Natalie Mora,20,21,4,Data Engineering
38448,Diana Navarro,26,0,37,.NET
38449,Alison Adams,37,52,84,Java
38450,Jeffrey Hall,4,20,43,Java
38451,Jason Hurst,84,6,0,Data Engineering
38452,Allen Mccann,60,6,52,.NET
38453,Mark Jones,7,85,43,Java
38454,David Brown,85,76,24,Data Engineering
38455,Sandra Green,17,22,42,Java
38456,Andrew Mcgrath II,3,59,28,Java
38457,Jason Hull,3,85,41,Java
38458,Laura Bates,36,89,97,Java
38459,Jeremy Oneal,14,17,58,Java
38460,Kendra Henderson,37,70,82,Java
38461,Allison Johnson,26,65,53,Java
38462,Emily Perry,84,52,50,Data Engineering
38463,Isaac Bentley,47,18,43,.NET
38464,Jodi Stewart,45,63,53,Java
38465,Alicia Bentley,45,13,54,.NET
38466,Douglas Mueller,47,24,18,Data Engineering
38467,Joshua Jackson,58,32,99,.NET
38468,Cindy Williams,3,47,60,Java
38469,Stephen Stevenson,74,38,11,Data Engineering
38470,Nicholas Green,18,83,31,Java
38471,Kevin Kaufman,56,4,85,.NET
38472,Desiree James,18,20,0,Data Engineering
38473,Alex Nguyen,90,58,0,Data Engineering
38474,Teresa Buck,41,76,100,Java
38475,Samuel Orr,91,13,23,.NET
38476,Janice Hill,4,62,76,Java
38477,Cameron Bender,47,53,48,Java
38478,David Kaiser,24,79,91,Java
38479,Amy Sandoval,66,44,96,.NET
38480,Joseph Stevenson,25,49,89,Java
38481,David Chung,73,40,16,Data Engineering
38482,John Cox,87,91,24,Data Engineering
38483,Kelly Singh,61,0,62,.NET
38484,Steve Gilmore,92,1,31,.NET
